PRACTICE_CODE,YEAR,MONTH,POSTCODE,depression,alzheimers,blood pressure,hypertension,diabetes,cardiovascular disease,insomnia,addiction,social anxiety,ITEMS
-,2017,07,-,7772,349,12813,12972,3232,9667,577,1405,1591,143789
01A998,2017,07,BB98AS,242,5,448,449,141,352,3,0,48,4830
06Q998,2017,07,CM25PF,98,3,163,169,19,101,6,0,25,1892
99P998,2017,07,EX27JU,92,4,217,218,36,117,23,0,12,1851
A81001,2017,07,TS181HU,470,23,510,514,127,343,38,0,114,7250
A81002,2017,07,TS182AW,2622,111,3233,3265,656,2440,52,0,723,37902
A81004,2017,07,TS58SB,1011,33,1285,1296,306,1054,141,0,262,16440
A81005,2017,07,TS147DJ,934,39,1612,1621,253,1304,34,0,286,16276
A81006,2017,07,TS182AT,2058,69,2391,2421,525,2047,27,0,664,26851
A81007,2017,07,TS247PW,1320,31,1184,1215,238,968,6,0,292,16796
A81009,2017,07,TS56HF,1173,23,1555,1568,372,1114,65,0,271,17759
A81011,2017,07,TS247PW,1721,33,1702,1709,280,1276,40,1,478,23054
A81012,2017,07,TS36AL,1189,12,1152,1158,252,856,35,0,228,14052
A81013,2017,07,TS122FF,1098,18,1116,1125,221,750,38,0,299,12894
A81014,2017,07,TS232LA,375,24,810,824,121,763,26,2,85,8604
A81015,2017,07,TS101TZ,426,6,545,556,81,438,10,0,106,6049
A81016,2017,07,TS13QY,962,21,1402,1408,345,1151,63,1,246,16886
A81017,2017,07,TS170EE,2311,59,2942,2970,615,2413,67,0,541,32760
A81018,2017,07,TS104NW,1434,25,2019,2047,456,1532,87,0,319,22128
A81019,2017,07,TS37RL,1626,34,1493,1523,340,1256,74,0,388,20592
A81020,2017,07,TS43BU,962,45,1418,1436,261,979,75,0,259,16021
A81021,2017,07,TS66TD,2058,75,2722,2780,642,2312,183,1,471,32233
A81022,2017,07,TS122TG,1564,16,1937,1965,371,1319,75,0,449,21355
A81023,2017,07,TS12NX,883,7,553,567,147,347,95,1,205,9946
A81025,2017,07,TS181HU,474,31,606,610,126,561,34,0,89,7473
A81026,2017,07,TS56HA,1983,53,1750,1795,444,1319,107,0,672,27087
A81027,2017,07,TS159DD,1297,59,1745,1770,251,1324,33,0,291,18936
A81029,2017,07,TS12NX,925,30,955,978,262,742,34,0,93,12315
A81030,2017,07,TS13RY,1652,53,1985,2020,427,1456,129,1,459,26290
A81031,2017,07,TS247PW,1524,40,1578,1598,302,1154,13,0,331,22173
A81032,2017,07,TS147DJ,1353,35,1615,1624,293,1143,97,0,356,20187
A81033,2017,07,TS36AL,693,16,711,722,169,591,93,0,243,8636
A81034,2017,07,TS170EE,2561,54,2898,2921,624,2185,37,0,677,37154
A81035,2017,07,TS13RX,1179,20,1315,1342,286,931,60,0,289,17284
A81036,2017,07,TS202UZ,2351,68,2912,2930,502,2273,93,15,618,33489
A81037,2017,07,TS12NX,882,25,1109,1134,325,950,86,0,184,14686
A81038,2017,07,TS36AL,446,15,624,638,237,517,72,0,132,7965
A81039,2017,07,TS169EA,964,35,1589,1599,263,1112,21,0,278,15914
A81040,2017,07,TS232DG,1182,40,1169,1193,210,906,46,0,288,15091
A81041,2017,07,TS249DN,1292,39,1615,1618,328,1097,27,0,458,17264
A81042,2017,07,TS69QG,1848,28,2359,2380,507,1977,156,1,295,24861
A81043,2017,07,TS60HA,1578,25,1421,1476,322,1138,78,0,451,19532
A81044,2017,07,TS251QU,2694,94,3727,3766,713,3121,46,4,606,42076
A81045,2017,07,TS101SR,1497,34,1558,1565,278,1213,98,2,282,19258
A81046,2017,07,TS181YE,1653,60,1588,1622,321,1104,68,0,301,21692
A81048,2017,07,TS117BL,1152,54,1953,1981,343,1577,31,2,278,18570
A81049,2017,07,TS36AL,966,26,1049,1060,340,1052,113,0,161,14861
A81051,2017,07,TS55NN,722,20,749,756,123,656,27,0,209,10215
A81052,2017,07,TS104NW,1295,36,1685,1699,311,1188,73,0,334,19026
A81053,2017,07,TS134HW,1299,19,1726,1785,276,1260,142,0,169,18408
A81054,2017,07,TS101UA,1330,37,1684,1699,327,1251,60,0,273,18514
A81056,2017,07,TS232JW,242,18,580,582,132,330,5,0,56,4609
A81057,2017,07,TS232LS,1269,25,1201,1212,283,954,12,10,288,15820
A81058,2017,07,TS80TL,1200,27,1137,1163,218,747,67,0,232,15652
A81060,2017,07,TS268DB,471,16,453,459,117,393,58,0,87,8318
A81063,2017,07,TS240NZ,595,22,1202,1213,176,839,0,0,138,9822
A81064,2017,07,TS12NX,903,14,603,612,134,503,51,0,204,9676
